hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,room-status,room-type
Resort Hotel,1,2017,June,2,0,0,LVA,E,E,Transient,170,0,1,Canceled,30-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,96,0,1,Canceled,14-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,22-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,120,0,0,No-Show,04-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,1,Canceled,28-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,C,C,Transient,148,0,1,Canceled,09-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,POL,D,D,Transient,98.06,0,3,Canceled,23-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,76,0,0,No-Show,04-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,E,E,Transient,130.5,0,1,Canceled,15-08-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,ESP,C,C,Transient,208,0,1,Canceled,25-03-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,ARG,G,G,Transient,213.33,0,0,Canceled,22-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,74.25,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,RUS,G,G,Transient,215,0,0,Canceled,15-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,0,Canceled,28-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,PRT,A,A,Transient,68.08,0,1,Canceled,13-10-2016,Desired,Family
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,74.25,0,0,Canceled,28-09-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,BEL,E,E,Transient,193.67,0,1,Canceled,17-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,74.25,0,1,Canceled,04-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,80.1,0,0,Canceled,10-08-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,GBR,A,A,Transient,147,0,2,Canceled,20-05-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Contract,102.85,0,0,Canceled,09-12-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,0,Canceled,08-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,151,0,0,Canceled,05-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,0,Canceled,08-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,150,0,1,Canceled,08-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,150,0,1,Canceled,08-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,115.5,0,0,Canceled,29-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,CHE,E,E,Transient,140,0,1,Canceled,06-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,28,0,2,Canceled,30-08-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Contract,93.5,0,0,Canceled,06-12-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,93.6,0,1,Canceled,03-10-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,126,0,0,Canceled,03-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,118.8,0,0,Canceled,31-05-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,DEU,A,A,Transient,126,0,0,Canceled,31-05-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,FIN,D,D,Transient,88.2,0,2,Canceled,08-12-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,AUS,A,A,Transient,147,0,0,Canceled,10-05-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,POL,C,C,Transient,140,0,2,Canceled,06-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,140,0,1,Canceled,05-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,140,0,1,Canceled,09-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,DEU,G,G,Transient,180,0,0,Canceled,02-01-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,IRL,F,F,Transient,113.52,0,0,Canceled,03-10-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,74.25,0,1,Canceled,08-09-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,07-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,05-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,DEU,E,E,Transient,107.1,0,1,Canceled,08-12-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,IRL,C,C,Transient,180,0,1,Canceled,18-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,05-04-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,60,0,0,Canceled,20-03-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,05-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,05-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,1,Canceled,19-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,74,0,0,Canceled,05-04-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,05-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,66,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,140,0,1,Canceled,27-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,127.5,0,0,Canceled,06-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,E,Transient,78.4,0,0,Canceled,28-09-2016,Undesired,Couple
Resort Hotel,1,2017,June,2,2,0,IRL,G,G,Transient,180,0,0,Canceled,10-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,56.7,0,0,Canceled,11-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,1,Canceled,07-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,8,0,0,Canceled,09-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,A,A,Transient,135,0,2,Canceled,07-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,158,0,1,Canceled,02-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,ESP,A,A,Transient,167,0,2,Canceled,01-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,180,0,1,Canceled,21-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,150,0,1,Canceled,27-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,PRT,E,E,Transient,223,0,0,Canceled,24-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,1,No-Show,09-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,PRT,F,F,Transient,184.16,0,0,Canceled,05-03-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,160,0,0,Canceled,01-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,137.5,0,1,Canceled,05-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,125,0,2,Canceled,20-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,136,0,1,Canceled,23-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,56.7,0,1,Canceled,09-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,56.7,0,1,Canceled,09-06-2017,Desired,Couple
Resort Hotel,1,2017,June,3,0,0,IRL,E,E,Transient,171.39,0,1,Canceled,21-11-2016,Desired,Family
Resort Hotel,1,2017,June,2,0,0,DEU,D,D,Transient,155,0,1,Canceled,18-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,108,0,4,Canceled,26-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,ESP,C,C,Transient,180,0,0,No-Show,10-06-2017,Desired,Family
Resort Hotel,1,2017,June,1,0,0,ESP,A,A,Transient,132,0,1,Canceled,06-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,2,0,PAK,C,C,Transient,228,0,1,Canceled,06-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,PAK,C,C,Transient,228,0,1,Canceled,06-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,155,0,1,Canceled,20-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,D,D,Transient,157,0,2,Canceled,07-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,PRT,H,H,Transient,233,0,0,Canceled,05-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,D,D,Transient,112.5,0,0,Canceled,13-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,GBR,G,G,Transient,180,0,0,Canceled,30-01-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,ESP,A,A,Transient,74.25,0,1,Canceled,08-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,80.1,0,0,Canceled,18-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,177.71,0,0,Canceled,17-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,A,C,Transient,74.25,0,1,No-Show,10-06-2017,Undesired,Couple
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,196,0,2,Canceled,14-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,E,E,Transient,101.7,0,2,Canceled,12-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient-Party,107.1,0,0,Canceled,08-08-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient-Party,107.1,0,0,Canceled,09-08-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,D,D,Transient,0,0,0,Canceled,11-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,SVK,D,D,Transient,93.6,0,0,Canceled,06-09-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,C,Group,66,0,0,No-Show,11-06-2017,Undesired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,136,0,1,Canceled,13-05-2017,Desired,Couple
Resort Hotel,1,2017,June,3,0,0,PRT,A,A,Transient,120,0,1,Canceled,18-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,E,E,Transient,170,0,1,Canceled,21-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,23-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,106.67,0,1,Canceled,18-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,GBR,G,G,Transient,180,0,0,Canceled,31-10-2016,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,19-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,23-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,23-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,27-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,06-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,142,0,1,Canceled,07-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,63,0,0,Canceled,14-02-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,RUS,A,A,Transient,101,0,2,Canceled,07-02-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,C,C,Transient-Party,126.4,0,3,Canceled,07-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,88,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,117.04,0,1,Canceled,18-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,172,0,2,Canceled,06-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,157.5,0,0,Canceled,03-05-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,107.95,0,0,Canceled,07-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,74.25,0,0,Canceled,29-07-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,30-05-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,ESP,E,E,Transient,170,0,0,Canceled,03-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,2,Canceled,28-10-2016,Desired,Couple
Resort Hotel,1,2017,June,4,0,0,PRT,H,H,Transient,260,0,0,Canceled,31-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,DEU,C,C,Transient,196,0,0,Canceled,12-02-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,83.7,0,1,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,June,3,0,0,PRT,A,A,Transient,80.19,0,0,Canceled,31-01-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,183.43,0,1,Canceled,22-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,115.2,0,0,Canceled,28-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,83.7,0,1,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,FRA,C,C,Transient,160,0,1,Canceled,12-06-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,137.7,0,1,Canceled,31-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,107.1,0,0,Canceled,18-08-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Contract,93.6,0,0,Canceled,25-10-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Contract,93.6,0,0,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,3,1,0,FIN,H,H,Transient,185,0,1,Canceled,28-03-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,USA,E,E,Transient,202,0,1,Canceled,02-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,26-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,24-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,24-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,LUX,A,A,Transient,110,0,0,Canceled,06-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,E,E,Transient,140,0,1,Canceled,09-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,A,A,Transient,120,0,0,Canceled,25-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,80.1,0,1,Canceled,04-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,80.1,0,1,Canceled,04-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,PRT,C,C,Transient,162,0,0,Canceled,25-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,G,G,Transient,167.2,0,2,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,BRA,A,A,Transient,110,0,2,Canceled,12-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,G,G,Transient,167.2,0,2,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,USA,E,E,Transient,140,0,1,Canceled,08-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,E,E,Transient,172,0,2,Canceled,13-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,120,0,1,Canceled,25-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,05-09-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,A,A,Transient,142,0,2,Canceled,02-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,120,0,1,Canceled,25-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,05-09-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,56.7,0,0,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,133.13,0,0,Canceled,04-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,160,0,1,Canceled,25-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,110,0,0,Canceled,20-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,94,0,0,Canceled,20-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,BEL,A,A,Transient,110,0,1,Canceled,01-06-2017,Desired,Couple
Resort Hotel,1,2017,June,3,1,0,IRL,H,H,Transient,195,0,1,Canceled,01-03-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,86.7,0,0,Canceled,20-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,8,0,1,Canceled,13-09-2016,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Contract,49.95,0,0,Canceled,14-06-2017,Desired,Single
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient-Party,95,0,0,Canceled,08-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,1,Canceled,04-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,12-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,E,E,Transient,150,0,0,Canceled,01-06-2017,Desired,Couple
Resort Hotel,1,2017,June,1,0,0,ESP,A,A,Transient,120,0,1,Canceled,04-03-2017,Desired,Single
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,192,0,1,Canceled,04-06-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,1,Canceled,08-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,E,E,Transient,140,0,1,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,84.6,0,1,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,ISR,G,G,Transient,180,0,0,Canceled,15-02-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,196,0,2,Canceled,10-02-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,81.9,0,0,Canceled,10-04-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,1,PRT,D,D,Transient,68.4,0,0,Canceled,01-03-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,DEU,E,E,Transient,170,0,0,Canceled,04-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,108.9,0,2,Canceled,17-10-2016,Desired,Couple
Resort Hotel,1,2017,June,3,1,0,IRL,H,H,Transient,212,0,4,Canceled,17-10-2016,Desired,Family
Resort Hotel,1,2017,June,2,0,0,DEU,E,E,Transient,170,0,0,Canceled,04-11-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Contract,56.7,0,0,Canceled,01-03-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,RUS,C,C,Transient,160,0,0,Canceled,10-04-2017,Desired,Family
Resort Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,14-06-2017,Desired,Single
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,238,0,0,Canceled,29-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,A,D,Transient,135,0,0,No-Show,16-06-2017,Undesired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,08-10-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,E,E,Transient,107.1,0,2,Canceled,09-12-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,ESP,D,D,Transient,125,0,0,Canceled,11-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,70.2,0,0,Canceled,21-10-2016,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,0,0,0,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,0,0,0,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,0,0,0,Canceled,22-05-2017,Desired,Couple
Resort Hotel,1,2017,June,2,2,0,PRT,C,C,Transient,158,0,0,Canceled,27-02-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,AUS,G,G,Transient,273,0,0,Canceled,14-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,2,0,BRA,G,G,Transient,261,0,0,Canceled,11-05-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,E,E,Transient,107.1,0,1,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,1,0,GBR,A,A,Transient,167,0,1,Canceled,17-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,1,0,GBR,A,A,Transient,167,0,1,Canceled,22-04-2017,Desired,Family
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,80.1,0,1,Canceled,09-05-2017,Desired,Couple
